CompositeCompositeID,TotalDDT,TotalDDT.lipid,Lipid,CompositeCommonName,Year,MDL.mean,MDL.min,CompositeTissuePrep,NumberFishPerComp,CompositeTissueName,WeightAvg.g,TLMin.mm,TLMax.mm,TLAvgLength.mm,SexSummary,Program,CompositeStationArea,Region
2002-1785,3.21,6.331360947,0.507,barred sand bass,2002,2.4,1,Skin off,5,fillet,522.6400146,358,374,362.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
2002-1788,2.4,4.247787611,0.565,california lizardfish,2002,2.4,1,Skin off,5,fillet,50.24000168,206,225,219.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
2002-1821,4.49,6.886503067,0.652,kelp bass,2002,2.4,1,Skin off,6,fillet,457.7333374,329,360,341,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
2002-1824,28.92,11.38582677,2.54,chub mackerel,2002,2.75,1,Skin off,8,fillet,285.8624878,289,315,302.75,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
2002-1826,3.54,12.50883392,0.283,shovelnose guitarfish,2002,2.4,1,Skin off,4,fillet,2653.25,860,976,918.75,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
2002-1829,8.35,18.27133479,0.457,yellowfin croaker,2002,2.4,1,Skin off,3,fillet,485.0333252,336,379,355.3333435,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
2002-1905comp1,2.04,3.355263158,0.608,yellowfin croaker,2002,2.4,1,Skin off,5,fillet,384.0599976,314,359,336,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-1905comp2,4.45,7.960644007,0.559,yellowfin croaker,2002,2.4,1,Skin off,5,fillet,164.1799927,236,278,252,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-1907,7.28,16.58314351,0.439,brown smooth-hound shark,2002,2.4,1,Skin off,9,fillet,5077.555664,612,805,701.555542,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-1913,0,0,0.503,yellowfin croaker,2002,2.333333333,1,Skin off,5,fillet,65.47200012,181,186,183.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2027comp1,8.48,3.46122449,2.45,shiner surfperch,2002,2.4,1,Skin on,20,"whole without Head, Tail and Guts",22.63800049,108,125,115,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2027comp2,6.16,2.342205323,2.63,shiner surfperch,2002,2.4,1,Skin on,20,"whole without Head, Tail and Guts",22.54999924,101,131,114,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2027comp3,7.69,2.388198758,3.22,shiner surfperch,2002,2.4,1,Skin on,20,"whole without Head, Tail and Guts",23.46850014,101,123,114.5500031,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2030,0,0,0.5,black perch,2002,2.333333333,1,Skin off,5,fillet,77.12599945,151,178,161.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2031comp1,3.7,7.974137931,0.464,spotted sand bass,2002,2.4,1,Skin off,4,fillet,393.875,310,334,320.25,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2031comp2,0,0,0.449,spotted sand bass,2002,2.333333333,1,Skin off,6,fillet,574.5166626,355,377,364,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2032comp1,9.25,4.695431472,1.97,striped mullet,2002,2.4,1,Skin off,5,fillet,3659.600098,426,441,432.2000122,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2032comp2,15.3,15.39235412,0.994,striped mullet,2002,2.75,1,Skin off,5,fillet,4850,445,524,480.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2034,7.07,6.201754386,1.14,striped mullet,2002,2.75,1,Skin off,5,fillet,2689.600098,377,400,392.2000122,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2035,13,26.63934426,0.488,spotted sand bass,2002,2.4,1,Skin off,6,fillet,492,324,342,333.6666565,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2039,0,0,0.512,spotted turbot,2002,2.333333333,1,Skin on,5,"whole without Head, Tail and Guts",157.8959961,226,256,236.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2040,2.41,2.339805825,1.03,diamond turbot,2002,2.4,1,Skin on,5,"whole without Head, Tail and Guts",146.7440033,204,240,222.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2192,0,0,0.73,opaleye,2003,2.333333333,1,Skin off,5,fillet,70.73799896,150,165,155.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2195,0,0,0.587,opaleye,2003,2.333333333,1,Skin off,5,fillet,111.1240005,171,186,179.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2002-2201,0,0,0.983,opaleye,2003,2.333333333,1,Skin off,5,fillet,181.4839935,203,236,211.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Mission Bay,South
2003-0253,18.1,12.39726027,1.46,chub mackerel,2003,2.4,1,Skin off,5,fillet,278.0740051,304,349,323.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,San Onofre to Crystal Cove,South
2003-0254,6.34,14.74418605,0.43,longfin sanddab,2003,2.4,1,Skin on,5,"whole without Head, Tail and Guts",146.7920074,216,241,230.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,San Onofre to Crystal Cove,South
2003-0255,24.7,32.75862069,0.754,chub mackerel,2003,2.4,1,Skin off,5,fillet,255.0359955,296,324,305.7999878,"Unk (0), M (0), F (0)",CoastalFishCont,San Onofre to Crystal Cove,South
2003-0256,9.02,16.95488722,0.532,white croaker,2003,2.4,1,Skin off,5,fillet,149.7740021,216,244,231.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,San Onofre to Crystal Cove,South
2003-0257,18.7,35.6870229,0.524,longfin sanddab,2003,2.4,1,Skin on,5,"whole without Head, Tail and Guts",95.56600189,201,215,207.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
2003-0258,76.78,163.3617021,0.47,white croaker,2003,3,1,Skin off,8,fillet,139.8937531,224,255,234.625,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
2003-0467,115.49,223.384913,0.517,white croaker,2003,3,1,Skin off,10,fillet,147.5200043,227,271,248.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,San Pedro Bay,Central
2003-2412,31.1,43.01521438,0.723,kelp bass,2003,2.4,1,Skin off,5,fillet,467.3779907,308,347,330.2000122,"Unk (0), M (0), F (0)",CoastalFishCont,Orange County Oil Platforms,Central
2003-2413,5.99,5.704761905,1.05,opaleye,2003,2.4,1,Skin off,5,fillet,518.5300293,290,331,305,"Unk (0), M (0), F (0)",CoastalFishCont,Orange County Oil Platforms,Central
2003-2414,0,0,0.502,halfmoon,2003,2.333333333,1,Skin off,4,fillet,436.5375061,286,327,306.25,"Unk (0), M (0), F (0)",CoastalFishCont,Orange County Oil Platforms,Central
2003-2415,12.4,24.6031746,0.504,gray smoothhound shark,2003,2.4,1,Skin off,5,fillet,1149.495972,697,784,740.4000244,"Unk (0), M (0), F (0)",CoastalFishCont,Newport Bay,Central
2003-2416,100.03,74.0962963,1.35,barred sand bass,2003,2.75,1,Skin off,4,fillet,435.8175049,307,352,328.5,"Unk (0), M (0), F (0)",CoastalFishCont,Newport Bay,Central
2003-2961,63.63,90.9,0.7,black perch,2003,2.75,1,Skin off,5,fillet,347.3240051,245,280,258.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
2003-2963,0,0,0.916,opaleye,2003,2.333333333,1,Skin off,5,fillet,175.7380066,198,218,207.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
2003-2964,18.3,35.88235294,0.51,longfin sanddab,2003,2.4,1,Skin on,5,"whole without Head, Tail and Guts",161.3099976,180,205,192,"Unk (0), M (0), F (0)",CoastalFishCont,Middle Santa Monica Bay,Central
2003-3106,40.84,7.005145798,5.83,pacific sardine,2003,2.75,1,Skin on,5,"whole without Head, Tail and Guts",60.33800125,199,205,201.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
2003-3107,66.58,81.09622412,0.821,diamond turbot,2003,2.75,1,Skin on,7,"whole without Head, Tail and Guts",76.31428528,145,200,167.1428528,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
2003-3108,85.29,69.34146341,1.23,shiner surfperch,2003,2.75,1,Skin on,12,"whole without Head, Tail and Guts",19.94583321,106,124,116,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
2003-3109,6.98,16.42352941,0.425,speckled sanddab,2003,2.4,1,Skin on,20,"whole without Head, Tail and Guts",20.99500084,90,140,118,"Unk (0), M (0), F (0)",CoastalFishCont,Ventura to Rincon,North
2003-3209,16.2,51.92307692,0.312,leopard shark,2003,2.4,1,Skin off,1,fillet,1150.23999,609,609,609,"Unk (0), M (0), F (0)",CoastalFishCont,Newport Bay,Central
2003-3210,51.39,54.8452508,0.937,spotfin croaker,2003,2.75,1,Skin off,5,fillet,684.4959717,344,430,384.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Newport Bay,Central
2003-3779,13.89,16.59498208,0.837,barred surfperch,2003,2.75,1,Skin off,3,fillet,116.8099976,190,218,203.6666718,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
2003-3780,12.2,19.64573269,0.621,barred surfperch,2003,2.4,1,Skin off,7,fillet,24.92285728,112,125,119.1428604,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
2003-3804,34.21,29.74782609,1.15,california corbina,2003,2.75,1,Skin off,4,fillet,1189.425049,465,525,487.5,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
99-0341-t,9.98,27.7994429,0.359,spotted sand bass,1999,2.8,2,Skin off,5,fillet,432.3439941,306,330,320,"Unk (0), M (0), F (0)",CoastalFishCont,SD South Bay,South
99-0352-t,6.38,12.70916335,0.502,spotted sand bass,1999,2.8,2,Skin off,5,fillet,398.5759888,302,344,317.7999878,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
99-0356-t,10.6,11.95039459,0.887,spotted sand bass,1999,2.8,2,Skin off,5,fillet,462.4219971,305,352,319.2000122,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
99-0357-t,11.8,13.94799054,0.846,barred sand bass,1999,2.8,2,Skin off,5,fillet,508.2680054,320,365,347.2000122,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
99-0383-t,4.32,7.105263158,0.608,black perch,1999,2.8,2,Skin off,5,fillet,276.6919861,205,260,237.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Loma,South
99-0384-t,2.63,4.764492754,0.552,california sheephead,1999,2.8,2,Skin off,3,fillet,561.9666748,311,343,329,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Loma,South
99-0385-t,12.8,16.1209068,0.794,kelp bass,1999,2.8,2,Skin off,5,fillet,548.9379883,330,380,353.7999878,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Loma,South
99-0457-t,5.91,7.911646586,0.747,spotted sand bass,1999,2.8,2,Skin off,4,fillet,537.039978,305,359,325.5,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
99-0531-t,15.9,16.19144603,0.982,walleye surfperch,1999,2.8,2,Skin on,5,fillet,71.85199738,141,176,161,"Unk (0), M (0), F (0)",CoastalFishCont,TJ to North Island,South
99-0532-t,87.1,175.959596,0.495,yellowfin croaker,1999,2.8,2,Skin off,5,fillet,134.2140045,207,267,229.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-0533-t,30,29.41176471,1.02,barred surfperch,1999,2.8,2,Skin off,5,fillet,193.2380066,205,258,222.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,TJ to North Island,South
99-0539-t,25.3,20.24,1.25,walleye surfperch,1999,2.8,2,Skin on,3,fillet,84.10333252,172,186,178.6666718,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
99-0711-t,114.24,47.6,2.4,queenfish,1999,3.333333333,2,Skin on,10,fillet,38.20000076,141,193,158.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Loma to La Jolla,South
99-0725-t,17.6,53.82262997,0.327,diamond turbot,1999,2.8,2,Skin on,5,fillet,124.711998,200,220,210,"Unk (0), M (0), F (0)",CoastalFishCont,Newport Bay,Central
99-0726-t,19.1,31.51815182,0.606,diamond turbot,1999,2.8,2,Skin on,5,fillet,225.102005,240,250,245.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,La Jolla to San Onofre,South
99-0727-t,2.73,6.80798005,0.401,california sheephead,1999,2.8,2,Skin off,5,fillet,643.2399902,320,360,342,"Unk (0), M (0), F (0)",CoastalFishCont,La Jolla to San Onofre,South
99-0728-t,8.49,12.30434783,0.69,kelp bass,1999,2.8,2,Skin off,5,fillet,357.8320007,305,320,311,"Unk (0), M (0), F (0)",CoastalFishCont,La Jolla to San Onofre,South
99-0729-t,8.76,41.71428571,0.21,california scorpionfish,1999,2.8,2,Skin off,5,fillet,65.30000305,135,175,154,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-0730-t,12.6,27.57111597,0.457,spotted turbot,1999,2.8,2,Skin on,5,fillet,131.0440063,190,225,208,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-0732-t,19.1,32.70547945,0.584,spotted sand bass,1999,2.8,2,Skin off,5,fillet,641.5460205,330,390,356,"Unk (0), M (0), F (0)",CoastalFishCont,La Jolla to San Onofre,South
99-0742-t,32,41.72099087,0.767,white croaker,1999,2.8,2,Skin off,5,fillet,179.1699982,264,309,273.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-0743-t,69.2,104.3740573,0.663,yellowfin croaker,1999,2.8,2,Skin off,5,fillet,471.3999939,274,365,325.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-0746-t,2.52,5.587583149,0.451,white croaker,1999,2.8,2,Skin off,5,fillet,24.30999947,131,162,140.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Loma to La Jolla,South
99-0747-t,24.3,21.13043478,1.15,barred surfperch,1999,2.8,2,Skin off,5,fillet,91.02600098,171,191,183,"Unk (0), M (0), F (0)",CoastalFishCont,La Jolla to San Onofre,South
99-0749-t,189.6,220.2090592,0.861,shiner surfperch,1999,3,2,Skin off,5,fillet,36.27000046,126,148,135.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Newport Bay,Central
99-0751-t,0,0,0.422,diamond turbot,1999,2.666666667,2,Skin on,5,fillet,131.3320007,181,241,212,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
99-0754-t,4.32,6.934189406,0.623,black perch,1999,2.8,2,Skin off,5,fillet,178.8280029,192,247,214.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,SD North Bay,South
99-0755-t,72.86,36.43,2,yellowfin croaker,1999,3,2,Skin off,5,fillet,34.61199951,149,156,154,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Loma to La Jolla,South
99-0765-t,13.5,52.94117647,0.255,diamond turbot,1999,2.8,2,Skin on,5,fillet,194.5299988,235,261,243.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-0773-t,3.93,12.67741935,0.31,diamond turbot,1999,2.8,2,Skin on,5,fillet,168.6799927,216,261,233.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-0774-t,9.79,33.64261168,0.291,spotted turbot,1999,2.8,2,Skin on,3,fillet,131.9666595,215,223,218.3333282,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-0821-t,95.43,27.42241379,3.48,walleye surfperch,1999,3,2,Skin on,3,fillet,83.75,161,183,170.6666718,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-0823-t,12.7,11.86915888,1.07,ocean whitefish,1999,2.8,2,Skin on,5,fillet,699.6099854,276,438,377.7999878,"Unk (0), M (0), F (0)",CoastalFishCont,Northern Channel Islands,Islands
99-0825-t,320.5,98.01223242,3.27,shiner surfperch,1999,3,3,Skin on,5,fillet,28.64999962,129,150,136.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
99-0858-t,183.11,60.43234323,3.03,shiner surfperch,1999,2.5,2,Skin on,5,fillet,28.33799934,127,139,132.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Ventura to Rincon,North
99-0866-t,11.2,13.46153846,0.832,fantail sole,1999,2.8,2,Skin on,4,fillet,51.26499939,144,196,162.25,"Unk (0), M (0), F (0)",CoastalFishCont,Rincon to Goleta,North
99-0879-t,365.91,138.6022727,2.64,shiner surfperch,1999,3,3,Skin on,5,fillet,32.13399887,120,146,133.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
99-0880-t,0,0,1.23,opaleye,1999,2.666666667,2,Skin off,5,fillet,69.33399963,140,155,147.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
99-0882-t,92.36,53.08045977,1.74,white croaker,1999,3.333333333,2,Skin off,5,fillet,69.27799988,163,195,179.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Long Beach,Central
99-0883-t,0,0,0.564,opaleye,1999,2.666666667,2,Skin off,5,fillet,49.08800125,134,148,137.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Rincon to Goleta,North
99-0889-t,5.88,14.59057072,0.403,california corbina,1999,2.8,2,Skin off,5,fillet,54.67399979,178,219,194.6000061,"Unk (0), M (0), F (0)",CoastalFishCont,Middle Santa Monica Bay,Central
99-0892-t,13,21.38157895,0.608,california corbina,1999,2.8,2,Skin off,5,fillet,63.54199982,195,205,199,"Unk (0), M (0), F (0)",CoastalFishCont,Middle Santa Monica Bay,Central
99-0894-t,9.68,11.42857143,0.847,barred surfperch,1999,2.8,2,Skin off,5,fillet,148.4720001,195,260,213,"Unk (0), M (0), F (0)",CoastalFishCont,Ventura to Rincon,North
99-0896-t,4.33,9.039665971,0.479,california corbina,1999,2.8,2,Skin off,5,fillet,813.5300293,400,466,447.2000122,"Unk (0), M (0), F (0)",CoastalFishCont,Ventura to Rincon,North
99-0946-t,3.48,3.026086957,1.15,barred surfperch,1999,2.8,2,Skin off,5,fillet,20.51199913,107,120,111.4000015,"Unk (0), M (0), F (0)",CoastalFishCont,Rincon to Goleta,North
99-0948-t,38.7,28.88059701,1.34,barred surfperch,1999,2.8,2,Skin off,5,fillet,37.58399963,125,147,136,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-0949-t,18.5,30.62913907,0.604,california corbina,1999,2.8,2,Skin off,5,fillet,49.06200027,173,190,185.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-0950-t,47.7,25.64516129,1.86,barred surfperch,1999,2.8,2,Skin off,5,fillet,33.27600098,125,135,130.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-0951-t,16.6,26.01880878,0.638,california corbina,1999,2.8,2,Skin off,5,fillet,66.62400055,184,213,196,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-0952-t,25.2,56.1247216,0.449,yellowfin croaker,1999,2.8,2,Skin off,3,fillet,36.65000153,147,155,150.6666718,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-1089-t,2.28,4.042553191,0.564,california corbina,1999,2.8,2,Skin off,5,fillet,47.41999817,162,201,178.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Rincon to Goleta,North
99-1090-t,0,0,0.64,yellowfin croaker,1999,2.666666667,2,Skin off,5,fillet,59.06000137,164,175,170.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Rincon to Goleta,North
99-1091-t,11.5,12.20159151,0.9425,california corbina,1999,2.8,2,Skin off,5,fillet,46.84000015,165,194,180.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Ventura to Rincon,North
99-1092-t,7.58,9.624174708,0.7876,barred surfperch,1999,2.8,2,Skin off,5,fillet,21.63999939,111,124,118.5999985,"Unk (0), M (0), F (0)",CoastalFishCont,Ventura to Rincon,North
99-1093-t-Comp1,115.03,11.7943197,9.753,white croaker,1999,2.5,2,Skin on,10,fillet,67.13700104,156,195,178.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Ventura to Rincon,North
99-1093-t-Comp2,44.5,11.1893387,3.977,white croaker,1999,3,2,Skin off,10,fillet,67.13700104,156,195,178.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Ventura to Rincon,North
99-1094-t,20.4,21.31438721,0.9571,white surfperch,1999,2.8,2,Skin on,15,fillet,19.35933304,109,135,119.3333359,"Unk (0), M (0), F (0)",CoastalFishCont,Ventura to Rincon,North
99-1095-t,25.37,13.14507772,1.93,rainbow surfperch,1999,3,2,Skin on,4,fillet,141.25,185,197,189.75,"Unk (0), M (0), F (0)",CoastalFishCont,Ventura to Rincon,North
99-1096-t,39.52,19.02744343,2.077,rainbow surfperch,1999,3,2,Skin on,15,fillet,33.95866776,112,133,122.3333359,"Unk (0), M (0), F (0)",CoastalFishCont,Ventura to Rincon,North
99-1097-t,15.3,18.8632721,0.8111,rainbow surfperch,1999,2.8,2,Skin on,7,fillet,27.47999954,101,115,110.8571396,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
99-1098-t,14.1,16.89634512,0.8345,spotted turbot,1999,2.8,2,Skin on,3,fillet,207.3333282,230,245,240,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
99-1099-t,2.46,5.040983607,0.488,diamond turbot,1999,2.8,2,Skin on,5,fillet,123.6200027,194,256,211.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Rincon to Goleta,North
99-1206-t,2.87,4.28358209,0.67,california sheephead,1999,2.8,2,Skin off,5,fillet,296.6319885,225,284,264.7999878,"Unk (0), M (0), F (0)",CoastalFishCont,Catalina Island,Islands
99-1207-t,0,0,0.902,opaleye,1999,2.666666667,2,Skin off,2,fillet,102.9250031,213,234,223.5,"Unk (0), M (0), F (0)",CoastalFishCont,Catalina Island,Islands
99-1208-t,0,0,0.426,halfmoon,1999,2.666666667,2,Skin off,2,fillet,150.4949951,141,201,171,"Unk (0), M (0), F (0)",CoastalFishCont,Catalina Island,Islands
99-1214-t,49.1,43.07017544,1.14,kelp bass,1999,2.8,2,Skin off,5,fillet,506,325,338,331.7999878,"Unk (0), M (0), F (0)",CoastalFishCont,Orange County Oil Platforms,Central
99-1215-t,182.43,47.78156103,3.818,black perch,1999,3.333333333,2,Skin off,4,fillet,514.25,267,298,284.75,"Unk (0), M (0), F (0)",CoastalFishCont,Orange County Oil Platforms,Central
99-1217-t,0,0,0.752,opaleye,1999,2.666666667,2,Skin off,5,fillet,709.7999878,311,380,339.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Orange County Oil Platforms,Central
99-1250-t,110.76,83.90909091,1.32,yellowfin croaker,1999,3.333333333,2,Skin off,5,fillet,178.8000031,232,284,255.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-1253-t-Comp-2,43.3,54.46540881,0.795,white croaker,1999,2.8,2,Skin on,4,fillet,32.97499847,130,142,135.75,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-1253-t-Comp1,31.9,48.73205011,0.6546,white croaker,1999,2.8,2,Skin off,4,fillet,33.15000153,132,157,141.25,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-1255-t,254,93.41669732,2.719,white croaker,1999,3.333333333,2,Skin off,5,fillet,128.1199951,192,255,221.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Long Beach,Central
99-1256-t,104,154.8540798,0.6716,spotted turbot,1999,2.8,2,Skin on,5,fillet,161.8000031,211,260,238,"Unk (0), M (0), F (0)",CoastalFishCont,Long Beach,Central
99-1257-t,396.62,92.08729974,4.307,queenfish,1999,3.333333333,2,Skin on,5,fillet,30.18000031,148,162,153,"Unk (0), M (0), F (0)",CoastalFishCont,Long Beach,Central
99-1259-t,67.4,96.46486332,0.6987,yellowfin croaker,1999,2.8,2,Skin off,4,fillet,305.5,242,300,284,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-1260-t,25.6,28.25607064,0.906,black perch,1999,3,2,Skin off,5,fillet,73.27999878,148,162,155.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-1262-t,258.57,59.26426771,4.363,shiner surfperch,1999,4,3,Skin on,10,fillet,17.19199944,106,120,112.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Santa Ana River to Seal Beach,Central
99-1263-t,46.5,81.85178666,0.5681,yellowfin croaker,1999,2.8,2,Skin off,4,fillet,232.5,252,320,282.75,"Unk (0), M (0), F (0)",CoastalFishCont,Newport Bay,Central
99-1264-t,53.06,96.82481752,0.548,spotted turbot,1999,3,2,Skin on,5,fillet,122.1200027,206,234,213.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Newport Bay,Central
99-1265-t,262.68,82.89050174,3.169,shiner surfperch,1999,3.333333333,2,Skin on,13,fillet,12.65230751,101,106,103.5999985,"Unk (0), M (0), F (0)",CoastalFishCont,Newport Bay,Central
99-1266-t,25.4,34.72791906,0.7314,spotted turbot,1999,2.8,2,Skin on,5,fillet,110.8399963,183,230,207.1999969,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-1268-t,27.5,32.3491354,0.8501,black perch,1999,2.8,2,Skin off,5,fillet,33.59999847,120,139,129,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-1269-t,120.38,50.79324895,2.37,shiner surfperch,1999,3,2,Skin on,10,fillet,12.15299988,97,108,102.3000031,"Unk (0), M (0), F (0)",CoastalFishCont,Crystal Cove to Santa Ana River,Central
99-1458-t,0,0,0.978,opaleye,1999,2.666666667,2,Skin off,5,fillet,52.06000137,135,152,142.8000031,"Unk (0), M (0), F (0)",CoastalFishCont,Rincon to Goleta,North
99-1462-t,16.4,11.49264191,1.427,barred surfperch,1999,2.8,2,Skin off,5,fillet,28.81999969,128,136,133,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
99-1463-t,9.33,12.35925288,0.7549,speckled sanddab,1999,2.8,2,Skin on,10,fillet,12.98200035,115,122,118.0999985,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
99-1464-t,5.08,8.93265342,0.5687,fantail sole,1999,2.8,2,Skin on,5,fillet,95.47799683,183,240,202.3999939,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
99-1465-t,7.2,16.3413527,0.4406,speckled sanddab,1999,2.8,2,Skin off,15,fillet,8.677332878,95,105,99.59999847,"Unk (0), M (0), F (0)",CoastalFishCont,Pt Dume to Oxnard,North
