"CompositeCompositeID","TotalDDT","TotalDDT.lipid","Lipid","CompositeCommonName","Year","MDL.mean","MDL.min","CompositeTissuePrep","NumberFishPerComp","CompositeTissueName","WeightAvg.g","TLMin.mm","TLMax.mm","TLAvgLength.mm","SexSummary","Program","CompositeStationArea","Region","NewYear","TotalDDT.sed","scientific_name","tropic_level","trophic_category","feeding_position","TotalDDT.trans","TotalDDT.sed.trans","Censored","Detection.Limit"
"99-0773-t",3.93,12.67741935,0.31,"diamond turbot",1,2.8,2,"Skin on",5,"fillet",168.6799927,216,261,233.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Pleuronichthys guttulatus",3.3,"Secondary Carnivore","Benthic",2.61574625039304,2.38705332694869,"none",2.00843050603665
"99-0774-t",9.79,33.64261168,0.291,"spotted turbot",1,2.8,2,"Skin on",3,"fillet",131.9666595,215,223,218.3333282,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Pleuronichthys ritteri",3.2,"Secondary Carnivore","Benthic",3.54508447577135,2.38705332694869,"none",2.063420415282
"99-0821-t",95.43,27.42241379,3.48,"walleye surfperch",1,3,2,"Skin on",3,"fillet",83.75,161,183,170.6666718,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Hyperprosopon argenteum",3.5,"Secondary Carnivore","Midwater",3.34717805185618,2.38705332694869,"none",0.454072807173541
"99-0823-t",12.7,11.86915888,1.07,"ocean whitefish",1,2.8,2,"Skin on",5,"fillet",699.6099854,276,438,377.7999878,"Unk (0), M (0), F (0)","CoastalFishCont","Northern Channel Islands","Islands","2003",1.1320003881819,"Caulolatilus princeps",4,"Tertiary Carnivore","Benthopelagic",2.55483366438294,0.757060688377646,"none",1.05401891312529
"99-0825-t",320.5,98.01223242,3.27,"shiner surfperch",1,3,3,"Skin on",5,"fillet",28.64999962,129,150,136.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",4.59524340229969,1.88623297787088,"none",0.650986369735667
"99-0858-t",183.11,60.43234323,3.03,"shiner surfperch",1,2.5,2,"Skin on",5,"fillet",28.33799934,127,139,132.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","Ventura to Rincon","North","2003",1.08742788197047,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",4.11793645916591,0.735932629587038,"none",0.50685736459037
"99-0866-t",11.2,13.46153846,0.832,"fantail sole",1,2.8,2,"Skin on",4,"fillet",51.26499939,144,196,162.25,"Unk (0), M (0), F (0)","CoastalFishCont","Rincon to Goleta","North","2003",0.753388918334672,"Xystreurys liolepis",3.5,"Secondary Carnivore","Benthic",2.67149260526203,0.561550440051243,"none",1.2249060139924
"99-0879-t",365.91,138.6022727,2.64,"shiner surfperch",1,3,3,"Skin on",5,"fillet",32.13399887,120,146,133.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",4.93879747028171,1.88623297787088,"none",0.759105148351743
"99-0880-t",0,0,1.23,"opaleye",1,2.666666667,2,"Skin off",5,"fillet",69.33399963,140,155,147.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Girella nigricans",2.2,"Herbivore","Benthopelagic",0,1.88623297787088,"interval",0.965467967850239
"99-0882-t",92.36,53.08045977,1.74,"white croaker",1,3.333333333,2,"Skin off",5,"fillet",69.27799988,163,195,179.1999969,"Unk (0), M (0), F (0)","CoastalFishCont","Long Beach","Central","2003",22.26400223969,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",3.99047293336277,3.14690719762389,"none",0.765200498200003
"99-0883-t",0,0,0.564,"opaleye",1,2.666666667,2,"Skin off",5,"fillet",49.08800125,134,148,137.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","Rincon to Goleta","North","2003",0.753388918334672,"Girella nigricans",2.2,"Herbivore","Benthopelagic",0,0.561550440051243,"interval",1.5142695665425
"99-0889-t",5.88,14.59057072,0.403,"california corbina",1,2.8,2,"Skin off",5,"fillet",54.67399979,178,219,194.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","Middle Santa Monica Bay","Central","2003",7.61265888978148,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",2.74666629048173,2.15323308491056,"none",1.78553667378979
"99-0892-t",13,21.38157895,0.608,"california corbina",1,2.8,2,"Skin off",5,"fillet",63.54199982,195,205,199,"Unk (0), M (0), F (0)","CoastalFishCont","Middle Santa Monica Bay","Central","2003",7.61265888978148,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",3.10823825222711,2.15323308491056,"none",1.45616404108038
"99-0894-t",9.68,11.42857143,0.847,"barred surfperch",1,2.8,2,"Skin off",5,"fillet",148.4720001,195,260,213,"Unk (0), M (0), F (0)","CoastalFishCont","Ventura to Rincon","North","2003",1.08742788197047,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",2.51999796971421,0.735932629587038,"none",1.21232039262598
"99-0896-t",4.33,9.039665971,0.479,"california corbina",1,2.8,2,"Skin off",5,"fillet",813.5300293,400,466,447.2000122,"Unk (0), M (0), F (0)","CoastalFishCont","Ventura to Rincon","North","2003",1.08742788197047,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",2.30654384388941,0.735932629587038,"none",1.64390993462428
"99-0946-t",3.48,3.026086957,1.15,"barred surfperch",1,2.8,2,"Skin off",5,"fillet",20.51199913,107,120,111.4000015,"Unk (0), M (0), F (0)","CoastalFishCont","Rincon to Goleta","North","2003",0.753388918334672,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",1.39279492584177,0.561550440051243,"none",1.00764051046238
"99-0948-t",38.7,28.88059701,1.34,"barred surfperch",1,2.8,2,"Skin off",5,"fillet",37.58399963,125,147,136,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",3.39720934031936,2.38705332694869,"none",0.913301193025789
"99-0949-t",18.5,30.62913907,0.604,"california corbina",1,2.8,2,"Skin off",5,"fillet",49.06200027,173,190,185.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",3.45407881816748,2.38705332694869,"none",1.46122980539364
"99-0950-t",47.7,25.64516129,1.86,"barred surfperch",1,2.8,2,"Skin off",5,"fillet",33.27600098,125,135,130.1999969,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",3.28260756902373,2.38705332694869,"none",0.73009069575163
"99-0951-t",16.6,26.01880878,0.638,"california corbina",1,2.8,2,"Skin off",5,"fillet",66.62400055,184,213,196,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",3.29653324495769,2.38705332694869,"none",1.41943804993247
"99-0952-t",25.2,56.1247216,0.449,"yellowfin croaker",1,2.8,2,"Skin off",3,"fillet",36.65000153,147,155,150.6666718,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Umbrina roncador",3.5,"Secondary Carnivore","Benthopelagic",4.04523697567952,2.38705332694869,"none",1.69641216920991
"99-1089-t",2.28,4.042553191,0.564,"california corbina",1,2.8,2,"Skin off",5,"fillet",47.41999817,162,201,178.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","Rincon to Goleta","North","2003",0.753388918334672,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",1.61791253932803,0.561550440051243,"none",1.5142695665425
"99-1090-t",0,0,0.64,"yellowfin croaker",1,2.666666667,2,"Skin off",5,"fillet",59.06000137,164,175,170.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","Rincon to Goleta","North","2003",0.753388918334672,"Umbrina roncador",3.5,"Secondary Carnivore","Benthopelagic",0,0.561550440051243,"interval",1.41706601978664
"99-1091-t",11.5,12.20159151,0.9425,"california corbina",1,2.8,2,"Skin off",5,"fillet",46.84000015,165,194,180.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","Ventura to Rincon","North","2003",1.08742788197047,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",2.58033739126387,0.735932629587038,"none",1.13847891981227
"99-1092-t",7.58,9.624174708,0.7876,"barred surfperch",1,2.8,2,"Skin off",5,"fillet",21.63999939,111,124,118.5999985,"Unk (0), M (0), F (0)","CoastalFishCont","Ventura to Rincon","North","2003",1.08742788197047,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",2.36313203725248,0.735932629587038,"none",1.26394594279939
"99-1093-t-Comp1",115.03,11.7943197,9.753,"white croaker",1,2.5,2,"Skin on",10,"fillet",67.13700104,156,195,178.1999969,"Unk (0), M (0), F (0)","CoastalFishCont","Ventura to Rincon","North","2003",1.08742788197047,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",2.5490012989915,0.735932629587038,"none",0.186533597160839
"99-1093-t-Comp2",44.5,11.1893387,3.977,"white croaker",1,3,2,"Skin off",10,"fillet",67.13700104,156,195,178.1999969,"Unk (0), M (0), F (0)","CoastalFishCont","Ventura to Rincon","North","2003",1.08742788197047,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",2.50056169263689,0.735932629587038,"none",0.407391003616564
"99-1094-t",20.4,21.31438721,0.9571,"white surfperch",1,2.8,2,"Skin on",15,"fillet",19.35933304,109,135,119.3333359,"Unk (0), M (0), F (0)","CoastalFishCont","Ventura to Rincon","North","2003",1.08742788197047,"Phanerodon furcatus",3.4,"Secondary Carnivore","Benthopelagic",3.10523163680344,0.735932629587038,"none",1.12805645813764
"99-1095-t",25.37,13.14507772,1.93,"rainbow surfperch",1,3,2,"Skin on",4,"fillet",141.25,185,197,189.75,"Unk (0), M (0), F (0)","CoastalFishCont","Ventura to Rincon","North","2003",1.08742788197047,"Hypsurus caryi",3.3,"Primary Carnivore","Benthopelagic",2.64936669925947,0.735932629587038,"none",0.711119422964376
"99-1096-t",39.52,19.02744343,2.077,"rainbow surfperch",1,3,2,"Skin on",15,"fillet",33.95866776,112,133,122.3333359,"Unk (0), M (0), F (0)","CoastalFishCont","Ventura to Rincon","North","2003",1.08742788197047,"Hypsurus caryi",3.3,"Primary Carnivore","Benthopelagic",2.99710350448699,0.735932629587038,"none",0.674436878943141
"99-1097-t",15.3,18.8632721,0.8111,"rainbow surfperch",1,2.8,2,"Skin on",7,"fillet",27.47999954,101,115,110.8571396,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Hypsurus caryi",3.3,"Primary Carnivore","Benthopelagic",2.98887240335402,1.88623297787088,"none",1.24293979372611
"99-1098-t",14.1,16.89634512,0.8345,"spotted turbot",1,2.8,2,"Skin on",3,"fillet",207.3333282,230,245,240,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Pleuronichthys ritteri",3.2,"Secondary Carnivore","Benthic",2.88459650875825,1.88623297787088,"none",1.22278809066247
"99-1099-t",2.46,5.040983607,0.488,"diamond turbot",1,2.8,2,"Skin on",5,"fillet",123.6200027,194,256,211.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Rincon to Goleta","North","2003",0.753388918334672,"Pleuronichthys guttulatus",3.3,"Secondary Carnivore","Benthic",1.79856684752935,0.561550440051243,"none",1.62891904800592
"99-1206-t",2.87,4.28358209,0.67,"california sheephead",1,2.8,2,"Skin off",5,"fillet",296.6319885,225,284,264.7999878,"Unk (0), M (0), F (0)","CoastalFishCont","Catalina Island","Islands","2003",10.0678489186479,"Semicossyphus pulcher",3.6,"Secondary Carnivore","Benthopelagic",1.66460429382755,2.40404441154672,"none",1.38255603900928
"99-1207-t",0,0,0.902,"opaleye",1,2.666666667,2,"Skin off",2,"fillet",102.9250031,213,234,223.5,"Unk (0), M (0), F (0)","CoastalFishCont","Catalina Island","Islands","2003",10.0678489186479,"Girella nigricans",2.2,"Herbivore","Benthopelagic",0,2.40404441154672,"interval",1.16854091338151
"99-1208-t",0,0,0.426,"halfmoon",1,2.666666667,2,"Skin off",2,"fillet",150.4949951,141,201,171,"Unk (0), M (0), F (0)","CoastalFishCont","Catalina Island","Islands","2003",10.0678489186479,"Medialuna californiensis",2.7,"Herbivore","Midwater",0,2.40404441154672,"interval",1.73955974323463
"99-1214-t",49.1,43.07017544,1.14,"kelp bass",1,2.8,2,"Skin off",5,"fillet",506,325,338,331.7999878,"Unk (0), M (0), F (0)","CoastalFishCont","Orange County Oil Platforms","Central","2003",4.33207319045178,"Paralabrax clathratus",3.9,"Secondary Carnivore","Midwater",3.78578325978539,1.67374012886362,"none",1.01319453751376
"99-1215-t",182.43,47.78156103,3.818,"black perch",1,3.333333333,2,"Skin off",4,"fillet",514.25,267,298,284.75,"Unk (0), M (0), F (0)","CoastalFishCont","Orange County Oil Platforms","Central","2003",4.33207319045178,"Embiotica jacksoni",3.2,"Primary Carnivore","Benthopelagic",3.88735239371075,1.67374012886362,"none",0.421229834769454
"99-1217-t",0,0,0.752,"opaleye",1,2.666666667,2,"Skin off",5,"fillet",709.7999878,311,380,339.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Orange County Oil Platforms","Central","2003",4.33207319045178,"Girella nigricans",2.2,"Herbivore","Benthopelagic",0,1.67374012886362,"interval",1.29734687510339
"99-1250-t",110.76,83.90909091,1.32,"yellowfin croaker",1,3.333333333,2,"Skin off",5,"fillet",178.8000031,232,284,255.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Umbrina roncador",3.5,"Secondary Carnivore","Benthopelagic",4.44158116544118,1.16879809350654,"none",0.922333046330118
"99-1253-t-Comp-2",43.3,54.46540881,0.795,"white croaker",1,2.8,2,"Skin on",4,"fillet",32.97499847,130,142,135.75,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",4.01575956175753,1.16879809350654,"none",1.25724527093487
"99-1253-t-Comp1",31.9,48.73205011,0.6546,"white croaker",1,2.8,2,"Skin off",4,"fillet",33.15000153,132,157,141.25,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",3.90664959669092,1.16879809350654,"none",1.40002490112502
"99-1255-t",254,93.41669732,2.719,"white croaker",1,3.333333333,2,"Skin off",5,"fillet",128.1199951,192,255,221.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Long Beach","Central","2003",22.26400223969,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",4.54771793590015,3.14690719762389,"none",0.551332747093917
"99-1256-t",104,154.8540798,0.6716,"spotted turbot",1,2.8,2,"Skin on",5,"fillet",161.8000031,211,260,238,"Unk (0), M (0), F (0)","CoastalFishCont","Long Beach","Central","2003",22.26400223969,"Pleuronichthys ritteri",3.2,"Secondary Carnivore","Benthic",5.04892018360572,3.14690719762389,"none",1.3807698976481
"99-1257-t",396.62,92.08729974,4.307,"queenfish",1,3.333333333,2,"Skin on",5,"fillet",30.18000031,148,162,153,"Unk (0), M (0), F (0)","CoastalFishCont","Long Beach","Central","2003",22.26400223969,"Seriphus politus",3.7,"Secondary Carnivore","Midwater",4.5335377597252,3.14690719762389,"none",0.381418521609541
"99-1259-t",67.4,96.46486332,0.6987,"yellowfin croaker",1,2.8,2,"Skin off",4,"fillet",305.5,242,300,284,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Umbrina roncador",3.5,"Secondary Carnivore","Benthopelagic",4.57949193684756,1.16879809350654,"none",1.35130398900311
"99-1260-t",25.6,28.25607064,0.906,"black perch",1,3,2,"Skin off",5,"fillet",73.27999878,148,162,155.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Embiotica jacksoni",3.2,"Primary Carnivore","Benthopelagic",3.37608709539161,1.16879809350654,"none",1.16549353808725
"99-1262-t",258.57,59.26426771,4.363,"shiner surfperch",1,4,3,"Skin on",10,"fillet",17.19199944,106,120,112.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",4.0987393528008,1.16879809350654,"none",0.523307564245107
"99-1263-t",46.5,81.85178666,0.5681,"yellowfin croaker",1,2.8,2,"Skin off",4,"fillet",232.5,252,320,282.75,"Unk (0), M (0), F (0)","CoastalFishCont","Newport Bay","Central","2003",31.2407493946338,"Umbrina roncador",3.5,"Secondary Carnivore","Benthopelagic",4.41705330863703,3.47323116161871,"none",1.50862414529857
"99-1264-t",53.06,96.82481752,0.548,"spotted turbot",1,3,2,"Skin on",5,"fillet",122.1200027,206,234,213.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Newport Bay","Central","2003",31.2407493946338,"Pleuronichthys ritteri",3.2,"Secondary Carnivore","Benthic",4.5831783027229,3.47323116161871,"none",1.53678872974404
"99-1265-t",262.68,82.89050174,3.169,"shiner surfperch",1,3.333333333,2,"Skin on",13,"fillet",12.65230751,101,106,103.5999985,"Unk (0), M (0), F (0)","CoastalFishCont","Newport Bay","Central","2003",31.2407493946338,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",4.42951239776772,3.47323116161871,"none",0.489263165505119
"99-1266-t",25.4,34.72791906,0.7314,"spotted turbot",1,2.8,2,"Skin on",5,"fillet",110.8399963,183,230,207.1999969,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Pleuronichthys ritteri",3.2,"Secondary Carnivore","Benthic",3.57593242964517,2.38705332694869,"none",1.31760907152904
"99-1268-t",27.5,32.3491354,0.8501,"black perch",1,2.8,2,"Skin off",5,"fillet",33.59999847,120,139,129,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Embiotica jacksoni",3.2,"Primary Carnivore","Benthopelagic",3.50703184698809,2.38705332694869,"none",1.20975537074312
"99-1269-t",120.38,50.79324895,2.37,"shiner surfperch",1,3,2,"Skin on",10,"fillet",12.15299988,97,108,102.3000031,"Unk (0), M (0), F (0)","CoastalFishCont","Crystal Cove to Santa Ana River","Central","2003",9.88138277833103,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",3.94725981162128,2.38705332694869,"none",0.611873053960459
"99-1458-t",0,0,0.978,"opaleye",1,2.666666667,2,"Skin off",5,"fillet",52.06000137,135,152,142.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","Rincon to Goleta","North","2003",0.753388918334672,"Girella nigricans",2.2,"Herbivore","Benthopelagic",0,0.561550440051243,"interval",1.11349754320914
"99-1462-t",16.4,11.49264191,1.427,"barred surfperch",1,2.8,2,"Skin off",5,"fillet",28.81999969,128,136,133,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",2.52513982378747,1.88623297787088,"none",0.876110904397772
"99-1463-t",9.33,12.35925288,0.7549,"speckled sanddab",1,2.8,2,"Skin on",10,"fillet",12.98200035,115,122,118.0999985,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Citharichthys stigmaeus",3.4,"Secondary Carnivore","Benthic",2.59220924438911,1.88623297787088,"none",1.29455113314201
"99-1464-t",5.08,8.93265342,0.5687,"fantail sole",1,2.8,2,"Skin on",5,"fillet",95.47799683,183,240,202.3999939,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Xystreurys liolepis",3.5,"Secondary Carnivore","Benthic",2.2958276548496,1.88623297787088,"none",1.50780215902216
"99-1465-t",7.2,16.3413527,0.4406,"speckled sanddab",1,2.8,2,"Skin off",15,"fillet",8.677332878,95,105,99.59999847,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Dume to Oxnard","North","2003",5.59448027975145,"Citharichthys stigmaeus",3.4,"Secondary Carnivore","Benthic",2.85309397869037,1.88623297787088,"none",1.7118617553295
"99-1466-t",113.95,43.894453,2.596,"yellowfin croaker",1,3.333333333,2,"Skin off",5,"fillet",193.1999969,231,299,263,"Unk (0), M (0), F (0)","CoastalFishCont","Long Beach","Central","2003",22.26400223969,"Umbrina roncador",3.5,"Secondary Carnivore","Benthopelagic",3.80431424591369,3.14690719762389,"none",0.571214561144666
"99-1467-t",15.8,24.06335669,0.6566,"barred surfperch",1,2.8,2,"Skin off",10,"fillet",38.74200058,133,144,137.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",3.22140688662723,1.16879809350654,"none",1.39772738363091
"99-1468-t",121.42,39.61500816,3.065,"shiner surfperch",1,3,2,"Skin on",10,"fillet",16.27300072,109,121,114.9000015,"Unk (0), M (0), F (0)","CoastalFishCont","Santa Ana River to Seal Beach","Central","2003",2.21812243093411,"Cymatogaster aggregata",3,"Primary Carnivore","Midwater",3.70413765741389,1.16879809350654,"none",0.502306568312472
"99-1495-t",2.98,7.412935323,0.402,"diamond turbot",1,2.8,2,"Skin on",5,"fillet",180.6000061,231,254,238.1999969,"Unk (0), M (0), F (0)","CoastalFishCont","La Jolla to San Onofre","South","2003",0.239556781141294,"Pleuronichthys guttulatus",3.3,"Secondary Carnivore","Benthic",2.12977044079397,0.214753881158513,"none",1.78760491402091
"99-1497-t-Comp1",6.47,8.592297477,0.753,"white croaker",1,2.8,2,"Skin off",5,"fillet",37.56000137,176,183,179.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","La Jolla to San Onofre","South","2003",0.239556781141294,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",2.26096043027601,0.214753881158513,"none",1.29638127734271
"99-1497-t-Comp2",13.1,10.82644628,1.21,"white croaker",1,2.8,2,"Skin on",5,"fillet",42.81999969,169,181,174.8000031,"Unk (0), M (0), F (0)","CoastalFishCont","La Jolla to San Onofre","South","2003",0.239556781141294,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",2.47033823387585,0.214753881158513,"none",0.975650577533275
"99-1498-t-Comp1",4.36,3.726495726,1.17,"white croaker",1,2.8,2,"Skin on",5,"fillet",22.52000046,125,147,131.1999969,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Loma to La Jolla","South","2003",0.00206197565934147,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",1.5531840666197,0.00205985270535028,"none",0.996727839079525
"99-1498-t-Comp2",3.72,3.815384615,0.975,"white croaker",1,2.8,2,"Skin off",5,"fillet",22.45999908,123,139,127.5999985,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Loma to La Jolla","South","2003",0.00206197565934147,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",1.57181592056464,0.00205985270535028,"none",1.11556184698188
"99-1499-t",0,0,0.572,"california corbina",1,2.666666667,2,"Skin off",3,"fillet",99.73332977,185,255,225,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Loma to La Jolla","South","2003",0.00206197565934147,"Menticirrhus undulatus",3.3,"Secondary Carnivore","Benthopelagic",0,0.00205985270535028,"interval",1.50330009397771
"99-1758-t",17.8,15.22668948,1.169,"barred surfperch",1,2.8,2,"Skin off",10,"fillet",45.2159996,131,157,143,"Unk (0), M (0), F (0)","CoastalFishCont","Middle Santa Monica Bay","Central","2003",7.61265888978148,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",2.78665738536642,2.15323308491056,"none",0.997267398218852
"99-1759-t",13.7,9.213180901,1.487,"blue rockfish",1,2.8,2,"Skin off",5,"fillet",582.4000244,283,368,326.2000122,"Unk (0), M (0), F (0)","CoastalFishCont","Northern Channel Islands","Islands","2003",1.1320003881819,"Sebastes mystinus",2.8,"Primary Carnivore","Midwater",2.32367913125609,0.757060688377646,"none",0.852281100215496
"99-1760-t",18,20.10050251,0.8955,"rosy rockfish",1,2.8,2,"Skin off",5,"fillet",183.6000061,209,238,224,"Unk (0), M (0), F (0)","CoastalFishCont","Northern Channel Islands","Islands","2003",1.1320003881819,"Sebastes helvomaculatus",3.7,"Secondary Carnivore","Benthopelagic",3.04929685583824,0.757060688377646,"none",1.17353086516508
"99-1791-t",0,0,0.337,"spotted sand bass",1,2.666666667,2,"Skin off",5,"fillet",414.7999878,309,335,320.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","SD North Bay","South","2003",0.0151551133781228,"Paralabrax maculatofasciatus",4.2,"Tertiary Carnivore","Benthopelagic",0,0.0150414218799915,"interval",1.9365404041865
"99-1792-t",4.66,3.148648649,1.48,"diamond turbot",1,2.8,2,"Skin on",5,"fillet",156,205,239,223.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","SD North Bay","South","2003",0.0151551133781228,"Pleuronichthys guttulatus",3.3,"Secondary Carnivore","Benthic",1.42278265446772,0.0150414218799915,"none",0.854990206010359
"99-1794-t",2.73,4.14893617,0.658,"barred surfperch",1,2.8,2,"Skin off",5,"fillet",36.15999985,122,139,133,"Unk (0), M (0), F (0)","CoastalFishCont","Pt Loma to La Jolla","South","2003",0.00206197565934147,"Amphistichus argenteus",3.5,"Secondary Carnivore","Benthopelagic",1.63879012440531,0.00205985270535028,"none",1.39612430794787
"99-1989-t",176.45,34.45616091,5.121,"queenfish",1,3.333333333,2,"Skin on",5,"fillet",42.5,159,174,168,"Unk (0), M (0), F (0)","CoastalFishCont","Middle Santa Monica Bay","Central","2003",7.61265888978148,"Seriphus politus",3.7,"Secondary Carnivore","Midwater",3.56829702941551,2.15323308491056,"none",0.329698432519574
"99-1990-t",28.9,18.79063719,1.538,"white croaker",1,2.8,2,"Skin off",5,"fillet",41.02000046,142,184,158.1999969,"Unk (0), M (0), F (0)","CoastalFishCont","Middle Santa Monica Bay","Central","2003",7.61265888978148,"Genyonemus lineatus",3.4,"Secondary Carnivore","Benthopelagic",2.98520895667068,2.15323308491056,"none",0.833078724654141
"99-1991-t",38.9,23.5472155,1.652,"queenfish",1,2.8,2,"Skin on",5,"fillet",46.84000015,169,186,175.6000061,"Unk (0), M (0), F (0)","CoastalFishCont","Middle Santa Monica Bay","Central","2003",7.61265888978148,"Seriphus politus",3.7,"Secondary Carnivore","Midwater",3.20059842621922,2.15323308491056,"none",0.793288287633936
"99-1992-t",44.46,15.92977427,2.791,"walleye surfperch",1,3,2,"Skin on",5,"fillet",37.74000168,140,153,145.1999969,"Unk (0), M (0), F (0)","CoastalFishCont","Middle Santa Monica Bay","Central","2003",7.61265888978148,"Hyperprosopon argenteum",3.5,"Secondary Carnivore","Midwater",2.82907386291971,2.15323308491056,"none",0.5403392033468
